"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1AC-0350","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Deconvolution Problems in Nonparametric Statistics","Alexander Meister","2009","10.1007/978-3-540-87557-4","https://openalex.org/W366592016","A1AC-DUP-0300","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0351","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Some conditions for consistency and uniform consistency of statistical procedures","Charles H. Kraft","1955","https://openalex.org/W651687795","https://openalex.org/W651687795","A1AC-DUP-0293","DUPLICATE","DUPLICATE_OF_A1AC-0342","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0352","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Discontinuous versus smooth regression","Hans‐Georg Müller; Ulrich Stadtmüller","1999","10.1214/aos/1018031113","https://openalex.org/W1495736253","A1AC-DUP-0301","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0353","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Nonparametric Goodness-of-Fit Testing Under Gaussian Models","Yu. I. Ingster; Irina A. Suslina","2003","10.1007/978-0-387-21580-8","https://openalex.org/W1502103205","A1AC-DUP-0302","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0354","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Asymptotic Methods in Statistical Decision Theory","Lucien Le Cam","1986","10.1007/978-1-4612-4946-7","https://openalex.org/W1535258871","A1AC-DUP-0303","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0355","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Robust tests for model selection","Lucien Birgé","2013","10.1214/12-imscoll905","https://openalex.org/W1540379030","A1AC-DUP-0304","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0356","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Lectures on modern convex optimization analysis, algorithms, and engineering applications. - Includes index","Aharon Ben‐Tal; Arkadi Nemirovski","2001","10.1137/1.9780898718829","https://openalex.org/W1568307856","A1AC-DUP-0305","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0357","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Approximation dans les espaces métriques et théorie de l’estimation","Lucien Birgé","1983","10.1007/bf00532480","https://openalex.org/W1854990296","A1AC-DUP-0266","DUPLICATE","DUPLICATE_OF_A1AC-0311","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0358","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Optimale Tests und ungünstigste Verteilungen","Olaf Krafft; Hermann Witting","1967","10.1007/bf01844447","https://openalex.org/W1964975376","A1AC-DUP-0306","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0359","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Nonparametric estimation by convex programming","Anatoli B. Juditsky; Arkadi S. Nemirovski","2009","10.1214/08-aos654","https://openalex.org/W1966390919","A1AC-DUP-0307","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0360","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Observing Interaction: An Introduction to Sequential Analysis","Victor L. Willson; Roger Bakeman; John M. Gottman","1988","10.2307/1164658","https://openalex.org/W1972034440","A1AC-DUP-0308","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0361","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Statistical Estimation and Optimal Recovery","David L. Donoho","1994","10.1214/aos/1176325367","https://openalex.org/W1974231626","A1AC-DUP-0309","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0362","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On the Existence of Least Favorable Distributions","E. L. Lehmann","2011","10.1007/978-1-4614-1412-4_7","https://openalex.org/W1980856955","A1AC-DUP-0310","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0363","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Detecting changes in signals and systems—A survey","Michèle Basseville","1988","10.1016/0005-1098(88)90073-8","https://openalex.org/W1985995825","A1AC-DUP-0311","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0364","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Fourier Methods for Estimating Mixing Densities and Distributions","Cun‐Hui Zhang","1990","10.1214/aos/1176347627","https://openalex.org/W1995182310","A1AC-DUP-0312","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0365","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On Nonparametric Estimation of the Value of a Linear Functional in Gaussian White Noise","И. А. Ибрагимов; R. Z. Khas’minskiĭ","1985","10.1137/1129002","https://openalex.org/W1995680507","A1AC-DUP-0313","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0366","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Binary Experiments, Minimax Tests and 2-Alternating Capacities","Tadeusz Bednarski","1982","10.1214/aos/1176345705","https://openalex.org/W1998553180","A1AC-DUP-0314","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0367","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Sequential Analysis and Optimal Design","Herman Chernoff","1972","10.1137/1.9781611970593","https://openalex.org/W2002844873","A1AC-DUP-0315","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0368","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Convergence of Estimates Under Dimensionality Restrictions","Lucien LeCam","1973","10.1214/aos/1193342380","https://openalex.org/W2004060143","A1AC-DUP-0290","DUPLICATE","DUPLICATE_OF_A1AC-0338","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0369","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Note: Correction to Minimax Tests and the Neyman-Pearson Lemma for Capacities","Peter J. Huber; Volker Strassen","1974","10.1214/aos/1176342630","https://openalex.org/W2009052935","A1AC-DUP-0316","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0370","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Minimax Tests and the Neyman-Pearson Lemma for Capacities","Peter J. Huber; Volker Strassen","1973","10.1214/aos/1176342363","https://openalex.org/W2010161926","A1AC-DUP-0289","DUPLICATE","DUPLICATE_OF_A1AC-0337","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0371","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Jump and sharp cusp detection by wavelets","Yazhen Wang","1995","10.1093/biomet/82.2.385","https://openalex.org/W2010337369","A1AC-DUP-0317","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0372","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","A Robust Version of the Probability Ratio Test","Peter J. Huber","1965","10.1214/aoms/1177699803","https://openalex.org/W2014002306","A1AC-DUP-0288","DUPLICATE","DUPLICATE_OF_A1AC-0336","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0373","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Detection of the number, locations and magnitudes of jumps","Yunjian Yin","1988","10.1080/15326348808807089","https://openalex.org/W2021493583","A1AC-DUP-0318","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0374","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On the impact of robust statistics on imprecise probability models: A review","Thomas Augustin; Robert Hable","2010","10.1016/j.strusafe.2010.06.002","https://openalex.org/W2024990090","A1AC-DUP-0319","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0375","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","A Consistent Estimator of a Component of a Convolution","William R. Gaffey","1959","10.1214/aoms/1177706375","https://openalex.org/W2025277083","A1AC-DUP-0320","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0376","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Asymptotically Optimal Quickest Change Detection in Distributed Sensor Systems","Alexander G. Tartakovsky; Venugopal V. Veeravalli","2008","10.1080/07474940802446236","https://openalex.org/W2027237053","A1AC-DUP-0321","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0377","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On deconvolution of distribution functions","Itai Dattner; Alexander Goldenshluger; Anatoli Juditsky","2011","10.1214/11-aos907","https://openalex.org/W2030372153","A1AC-DUP-0322","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0378","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","A Measure of Asymptotic Efficiency for Tests of a Hypothesis Based on the sum of Observations","Herman Chernoff","1952","10.1214/aoms/1177729330","https://openalex.org/W2042587503","A1AC-DUP-0284","DUPLICATE","DUPLICATE_OF_A1AC-0332","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0379","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Detection of Abrupt Changes: Theory and Application","Kurt S. Riedel","1994","10.1080/00401706.1994.10485821","https://openalex.org/W2044535354","A1AC-DUP-0323","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0380","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Estimation of Linear Functionals in Gaussian Noise","И. А. Ибрагимов; R. Z. Khas’minskiĭ","1988","10.1137/1132002","https://openalex.org/W2045253778","A1AC-DUP-0324","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0381","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Model selection via testing: an alternative to (penalized) maximum likelihood estimators","Lucien Birgé","2005","10.1016/j.anihpb.2005.04.004","https://openalex.org/W2050159069","A1AC-DUP-0325","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0382","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Discrimination of hypotheses for Gaussian measures, and a geometrical characterization of Gaussian distribution","M. V. Burnashev","1982","10.1007/bf01152385","https://openalex.org/W2051144220","A1AC-DUP-0326","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0383","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On the Huber-Strassen theorem","Andreas Buja","1986","10.1007/bf01845998","https://openalex.org/W2053047168","A1AC-DUP-0327","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0384","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On the Optimal Rates of Convergence for Nonparametric Deconvolution Problems","Jianqing Fan","1991","10.1214/aos/1176348248","https://openalex.org/W2067994512","A1AC-DUP-0328","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0385","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Detecting Abrupt Changes by Wavelet Methods","Anestis Antoniadis; Irène Gijbels","2002","10.1080/10485250211396","https://openalex.org/W2069150330","A1AC-DUP-0329","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0386","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","Geometrizing Rates of Convergence, II","David L. Donoho; Richard C. Liu","1991","10.1214/aos/1176348114","https://openalex.org/W2070086983","A1AC-DUP-0330","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0387","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On the Minimax Detection of an Inaccurately Known Signal in a White Gaussian Noise Background","M. V. Burnashev","1979","10.1137/1124008","https://openalex.org/W2074054353","A1AC-DUP-0331","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0388","PHASE2A1-SEARCH-0019","2026-07-31","OpenAlex backward citation","On the Assumptions Used to Prove Asymptotic Normality of Maximum Likelihood Estimates","Lucien LeCam","1970","10.1214/aoms/1177696960","https://openalex.org/W2077229208","A1AC-DUP-0332","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0019_openalex_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
