search_source,historical_discovery_provenance_state,historical_query_ids,repair_retrieval_provenance_state,repair_query_ids,repair_rerun_date,provenance_notes,date,title,authors,year,doi_or_identifier,duplicate_group,screening_state,original_eligibility_disposition,exclusion_reason,final_paper_id
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic flux analysis of the non-transitory starch tradeoff for lipid production in mature tobacco leaves.","Chu KL; Koley S; Jenkins LM; Bailey SR; Kambhampati S; Foley K; Arp JJ; Morley SA; Czymmek KJ; Bates PD; Allen DK","2022","10.1016/j.ymben.2021.12.003","D-34920088","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically nonstationary (13)C metabolic flux analysis in resting and activated human platelets.","Sake CL; Metcalf AJ; Meagher M; Di Paola J; Neeves KB; Boyle NR","2022","10.1016/j.ymben.2021.12.007","D-34954086","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Pool size measurements improve precision of flux estimates but increase sensitivity to unmodeled reactions outside the core network in isotopically nonstationary metabolic flux analysis (INST-MFA).","Zheng AO; Sher A; Fridman D; Musante CJ; Young JD","2022","10.1002/biot.202000427","D-35085426","RETAINED","retained","NA","P0016"
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotope-assisted metabolic flux analysis as an equality-constrained nonlinear program for improved scalability and robustness.","Lugar DJ; Sriram G","2022","10.1371/journal.pcbi.1009831","D-35324890","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Validation-based model selection for 13C metabolic flux analysis with uncertain measurement errors.","Sundqvist N; Grankvist N; Watrous J; Mohit J; Nilsson R; Cedersund G","2022","10.1371/journal.pcbi.1009999","D-35404953","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","GC/MS-based (13)C metabolic flux analysis resolves the parallel and cyclic photomixotrophic metabolism of Synechocystis sp. PCC 6803 and selected deletion mutants including the Entner-Doudoroff and phosphoketolase pathways.","Schulze D; Kohlstedt M; Becker J; Cahoreau E; Peyriga L; Makowka A; Hildebrandt S; Gutekunst K; Portais JC; Wittmann C","2022","10.1186/s12934-022-01790-9","D-35459213","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Biobased PET from lignin using an engineered cis, cis-muconate-producing Pseudomonas putida strain with superior robustness, energy and redox properties.","Kohlstedt M; Weimer A; Weiland F; Stolzenberger J; Selzer M; Sanz M; Kramps L; Wittmann C","2022","10.1016/j.ymben.2022.05.001","D-35545205","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","On the rate of phytoplankton respiration in the light.","Bender ML; Zhu XG; Falkowski P; Ma F; Griffin K","2022","10.1093/plphys/kiac254","D-35652738","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Linear programming based gene expression model (LPM-GEM) predicts the carbon source for Bacillus subtilis.","Thanamit K; Hoerhold F; Oswald M; Koenig R","2022","10.1186/s12859-022-04742-7","D-35689204","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotope-Assisted Metabolic Flux Analysis: A Powerful Technique to Gain New Insights into the Human Metabolome in Health and Disease.","Moiz B; Li A; Padmanabhan S; Sriram G; Clyne AM","2022","10.3390/metabo12111066","D-36355149","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Stochastic simulation algorithm for isotope-based dynamic flux analysis.","Thommen Q; Hurbain J; Pfeuty B","2023","10.1016/j.ymben.2022.11.001","D-36402409","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Whole-Body Mouse Fluxomic Analysis to Detect Metabolic Disruptions Associated with Microcephaly: Using (13)C Isotopes.","Tikunov AP","2023","10.1007/978-1-0716-2752-5_13","D-36418732","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Integrated flux and pool size analysis in plant central metabolism reveals unique roles of glycine and serine during photorespiration.","Fu X; Gregory LM; Weise SE; Walker BJ","2023","10.1038/s41477-022-01294-9","D-36536013","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Dark accumulation of downstream glycolytic intermediates initiates robust photosynthesis in cyanobacteria.","Tanaka K; Shirai T; Vavricka CJ; Matsuda M; Kondo A; Hasunuma T","2023","10.1093/plphys/kiac602","D-36574371","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically non-stationary metabolic flux analysis of heterotrophic Arabidopsis thaliana cell cultures.","Smith EN; Ratcliffe RG; Kruger NJ","2022","10.3389/fpls.2022.1049559","D-36699846","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Validation of carbon isotopologue distribution measurements by GC-MS and application to (13)C-metabolic flux analysis of the tricarboxylic acid cycle in Brassica napus leaves.","Dellero Y; Berardocco S; Berges C; Filangi O; Bouchereau A","2022","10.3389/fpls.2022.885051","D-36704152","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","The effect of sodium thiosulfate on immune cell metabolism during porcine hemorrhage and resuscitation.","Wolfschmitt EM; Hogg M; Vogt JA; Zink F; Wachter U; Hezel F; Zhang X; Hoffmann A; Gröger M; Hartmann C; Gässler H; Datzmann T; Merz T; Hellmann A; Kranz C; Calzia E; Radermacher P; Messerer DAC","2023","10.3389/fimmu.2023.1125594","D-36911662","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Effects of n-butanol production on metabolism and the photosystem in Synecococcus elongatus PCC 7942 based on metabolic flux and target proteome analyses.","Wada K; Uebayashi K; Toya Y; Putri SP; Matsuda F; Fukusaki E; C Liao J; Shimizu H","2024","10.2323/jgam.2023.03.002","D-36935115","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Model Validation and Selection in Metabolic Flux Analysis and Flux Balance Analysis.","Kaste JAM; Shachar-Hill Y","2023","PMID:36994165","D-36994165","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically non-stationary (13) C metabolic flux analysis of two closely related fast-growing cyanobacteria, Synechococcus elongatus PCC 11801 and 11802.","Jaiswal D; Nenwani M; Wangikar PP","2023","10.1111/tpj.16316","D-37219374","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Systematic comparison of local approaches for isotopically nonstationary metabolic flux analysis.","Huß S; Nikoloski Z","2023","10.3389/fpls.2023.1178239","D-37346134","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","High throughput (13)C-metabolic flux analysis of 3-hydroxypropionic acid producing Pichia pastoris reveals limited availability of acetyl-CoA and ATP due to tight control of the glycolytic flux.","Fina A; Millard P; Albiol J; Ferrer P; Heux S","2023","10.1186/s12934-023-02123-0","D-37380999","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","FreeFlux: A Python Package for Time-Efficient Isotopically Nonstationary Metabolic Flux Analysis.","Wu C; Guarnieri M; Xiong W","2023","10.1021/acssynbio.3c00265","D-37561998","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Dual strategy for (13)C-Metabolic flux analysis of central carbon and energy metabolism in Mammalian cells based on LC-isoMRM-MS.","Zheng J; Yang J; Liang X; Fang M; Wang Y","2024","10.1016/j.talanta.2023.125074","D-37651912","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004;REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","(13)CO(2)-labelling and Sampling in Algae for Flux Analysis of Photosynthetic and Central Carbon Metabolism.","Geffen O; Achaintre D; Treves H","2023","10.21769/bioprotoc.4808","D-37719071","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","BayFlux: A Bayesian method to quantify metabolic Fluxes and their uncertainty at the genome scale.","Backman TWH; Schenk C; Radivojevic T; Ando D; Singh J; Czajka JJ; Costello Z; Keasling JD; Tang Y; Akhmatskaya E; Garcia Martin H","2023","10.1371/journal.pcbi.1011111","D-37948450","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Model validation and selection in metabolic flux analysis and flux balance analysis.","Kaste JAM; Shachar-Hill Y","2024","10.1002/btpr.3413","D-37997613","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","A simulation-free constrained regression approach for flux estimation in isotopically nonstationary metabolic flux analysis with applications in microalgae.","Küken A; Treves H; Nikoloski Z","2023","10.3389/fpls.2023.1140829","D-38078077","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Selecting a preculture strategy for improving biomass and astaxanthin productivity of Chromochloris zofingiensis.","Wang Y; Wang J; Yang S; Liang Q; Gu Z; Wang Y; Mou H; Sun H","2024","10.1007/s00253-023-12873-x","D-38204137","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Ex Vivo (13)C-Metabolic Flux Analysis of Porcine Circulating Immune Cells Reveals Cell Type-Specific Metabolic Patterns and Sex Differences in the Pentose Phosphate Pathway.","Hogg M; Wolfschmitt EM; Wachter U; Zink F; Radermacher P; Vogt JA","2024","10.3390/biom14010098","D-38254698","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","SIMPEL: using stable isotopes to elucidate dynamics of context specific metabolism.","Kambhampati S; Hubbard AH; Koley S; Gomez JD; Marsolais F; Evans BS; Young JD; Allen DK","2024","10.1038/s42003-024-05844-z","D-38347116","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically nonstationary metabolic flux analysis of plants: recent progress and future opportunities.","Koley S; Jyoti P; Lingwan M; Allen DK","2024","10.1111/nph.19734","D-38628036","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Combining Gas Exchange and Rapid Quenching of Leaf Tissue for Mass Spectrometry Analysis Directly in Gas Exchange Cuvette.","Xu Y; Fu X; Sharkey TD; Walker BJ","2024","10.1007/978-1-0716-3802-6_17","D-38861090","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Evaluating the contribution of plant metabolic pathways in the light to the ATP:NADPH demand using a meta-analysis of isotopically non-stationary metabolic flux analyses.","Smith K; Strand DD; Walker BJ","2024","10.1007/s11120-024-01106-5","D-38874662","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Using DIMet for Differential Analysis of Labeled Metabolomics Data: A Step-by-step Guide Showcasing the Glioblastoma Metabolism.","Galvis J; Guyon J; Daubon T; Nikolski M","2025","10.21769/bioprotoc.5168","D-39872723","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Proline mitigates antibiotic resistance evolution induced by ciprofloxacin at environmental concentrations.","Wang H; Wu X; Xu J; Lu Z; Hu B; Zhu L; Lu H","2025","10.1016/j.jhazmat.2025.137561","D-39938368","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Quantification of the inputs and outputs of serine and glycine metabolism in cancer cells.","Wang Y; Wu H; Hu X","2025","10.1016/j.abb.2025.110367","D-40032043","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","The effects of photosynthetic rate on respiration in light, starch/sucrose partitioning, and other metabolic fluxes within photosynthesis.","Xu Y; Kaste JAM; Weise SE; Shachar-Hill Y; Sharkey TD","2025","10.1038/s41598-025-88574-4","D-40069307","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic flux analysis in leaf metabolism quantifies the link between photorespiration and one carbon metabolism.","Gashu K; Kaste JAM; Roje S; Walker BJ","2025","10.1038/s41477-025-02091-w","D-40903490","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Nonstationary (13)C metabolic flux analysis reveals cryptic phenylacetic acid catabolism in glucose-limited Penicillium chrysogenum chemostat cultures.","Zhao J; Lin W; Yang J; Wang G; Wang Y; Chang M; Wang X; Muawiya MA; Wang Z; Zhuang Y; Wang G","2026","10.1016/j.biortech.2025.133412","D-41033499","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic engineering of Acinetobacter baylyi ADP1 for efficient utilization of pentose sugars and production of glutamic acid.","Luo J; Efimova E; Santala V; Santala S","2026","10.1016/j.ymben.2025.10.001","D-41067385","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004;REPAIR-SEARCH-0005;REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","13CFLUX - third-generation high-performance engine for isotopically (non)stationary 13C metabolic flux analysis.","Stratmann A; Beyß M; Jadebeck JF; Wiechert W; Nöh K","2025","10.1093/bioinformatics/btaf630","D-41252427","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","NeuralFlux: Estimation of Reaction Fluxes at a Genome-Scale Level From Time-Resolved Isotope Labelling Patterns Using Deep Learning.","Huß S; Nikoloski Z","2026","10.1111/pbi.70470","D-41264380","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic rewiring and biomass redistribution enable optimized mixotrophic growth in Chlamydomonas.","Koley S; Foley K; Perrine Z; Morley SA; Kambhampati S; Gomez O; Chu KL; Chou YH; Wei M; Tzeng SC; Williams R; Umen JG; Allen DK","2026","10.1073/pnas.2522572123","D-41570075","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Engineering of the glucose uptake system to increase 2,4-Dihydroxybutyric acid production in Escherichia coli.","Nguyen TAS; Alkim C; Ihle N; Walther T; Frazão CJR","2026","10.1016/j.mec.2026.e00276","D-42028332","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Transcription factor YALI1_A16891g contributes to enhanced glycolytic flux and mevalonate production at elevated temperature in engineered Yarrowia lipolytica.","Sun Y; Jiang J; Zhuang Y; Chen M; Xia J","2026","10.1016/j.biortech.2026.135335","D-42409202","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"OpenAlex","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0013","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Optimal experimental design for model discrimination.","Jay I. Myung; Mark A. Pitt","2009","10.1037/a0016104","D-OA-W2068036624","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"OpenAlex","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0011","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic networks in motion: 13C‐based flux analysis","Uwe Sauer","2006","10.1038/msb4100109","D-OA-W2160079005","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"OpenAlex","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0014","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Testing measurement invariance of composites using partial least squares","Jörg Henseler; Christian M. Ringle; Marko Sarstedt","2016","10.1108/imr-09-2014-0304","D-OA-W2167344400","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"OpenAlex","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0012","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","A guide to 13C metabolic flux analysis for the cancer biologist","Maciek R. Antoniewicz","2018","10.1038/s12276-018-0060-y","D-OA-W2796927648","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Wiechert W. 13C metabolic flux analysis. Metabolic Engineering. 2001;3(3):195-206.","Wiechert W","2001","10.1006/mben.2001.0187","D-P0001","RETAINED","retained","NA","P0001"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Antoniewicz MR, Kelleher JK, Stephanopoulos G. Elementary metabolite units (EMU): a novel framework for modeling isotopic distributions. Metabolic Engineering. 2007;9(1):68-86.","Antoniewicz MR, Kelleher JK, Stephanopoulos G","2007","10.1016/j.ymben.2006.09.001","D-P0002","RETAINED","retained","NA","P0002"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Möllney M, Wiechert W, Kownatzki D, de Graaf AA. Bidirectional reaction steps in metabolic networks: IV. Optimal design of isotopomer labeling experiments. Biotechnology and Bioengineering. 1999;66(2):86-103.","Möllney M, Wiechert W, Kownatzki D, de Graaf AA","1999","10.1002/(sici)1097-0290(1999)66:2<86::aid-bit2>3.0.co;2-a","D-P0004","RETAINED","retained","NA","P0004"
