"discovery_id","search_id","source","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"ROOT-D0140","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Bayesian metabolic flux analysis reveals intracellular flux couplings","Markus Heinonen; Maria Osmala; Henrik Mannerström; Janne Wallenius; Samuel Kaski; Juho Rousu; Harri Lähdesmäki","2019","10.1093/bioinformatics/btz315","https://openalex.org/W2796870706","ROOT-10.1093/bioinformatics/btz315","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0141","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","An unconventional uptake rate objective function approach enhances applicability of genome-scale models for mammalian cells","Yiqun Chen; Brian O. McConnell; Venkata Gayatri Dhara; Harnish Mukesh Naik; Chien‐Ting Li; Maciek R. Antoniewicz; Michael J. Betenbaugh","2019","10.1038/s41540-019-0103-6","https://openalex.org/W2962914483","ROOT-10.1038/s41540-019-0103-6","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0142","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Forest carbon allocation modelling under climate change","Katarína Merganičová; Ján Merganič; Aleksi Lehtonen; Giorgio Vacchiano; Maša Zorana Ostrogović Sever; Andrey Lessa Derci Augustynczik; Rüdiger Grote; Ina Kyselová; Annikki Mäkelä; Rasoul Yousefpour; Jan Krejza; Alessio Collalti; Christopher Reyer","2019","10.1093/treephys/tpz105","https://openalex.org/W2990434306","ROOT-10.1093/treephys/tpz105","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0143","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Predictive Potential of Flux Balance Analysis of Saccharomyces cerevisiae Using as Optimization Function Combinations of Cell Compartmental Objectives","Carlos Eduardo García Sánchez; Cesar A. Vargas-García; Rodrigo Torres","2012","10.1371/journal.pone.0043006","https://openalex.org/W2109240447","ROOT-10.1371/journal.pone.0043006","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0144","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Clinical research framework proposal for ketogenic metabolic therapy in glioblastoma","Tomás Duraj; Miriam Kalamian; Giulio Zuccoli; Joseph C. Maroon; Dominic P. D’Agostino; Adrienne C. Scheck; Angela M. Poff; Sebastian Winter; Jethro Hu; Rainer J. Klement; Alicia Hickson; Derek C. Lee; Isabella D. Cooper; Barbara Kofler; Kenneth A. Schwartz; Matthew Phillips; Colin E. Champ; Beth Zupec‐Kania; Jocelyn Tan-Shalaby; Fabiano Marcel Serfaty; Egiroh Omene; Gabriel Arismendi-Morillo; Michael A. Kiebish; Richard K. Cheng; Ahmed M. Elsakka; Axel Pflueger; E.H. Mathews; Donese Worden; Hanping Shi; Raffaele Ivan Cincione; Jean Pierre Spinosa; Abdul Kadir Slocum; Mehmet Salih Iyikesici; Atsuo Yanagisawa; Geoffrey J. Pilkington; Anthony Chaffee; Wafaa Abdel-Hadi; Amr K. Elsamman; Pavel Klein; Keisuke Hagihara; Zsófia Clemens; George W. Yu; Athanasios Evangeliou; Janak Nathan; Kris A. Smith; David Fortin; Jörg Dietrich; Purna Mukherjee; Thomas N. Seyfried","2024","10.1186/s12916-024-03775-4","https://openalex.org/W4405072044","ROOT-10.1186/s12916-024-03775-4","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0145","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Noninvasive In Vivo Assessment of Cardiac Metabolism in the Healthy and Diabetic Human Heart Using Hyperpolarized <sup>13</sup> C MRI","Oliver J. Rider; Andrew Apps; Jack J. Miller; Justin Y. C. Lau; Andrew Lewis; Mark A. Peterzan; Michael S. Dodd; Angus Lau; Claire Trumper; Ferdia A. Gallagher; James T. Grist; Kevin M. Brindle; Stefan Neubauer; Damian J. Tyler","2020","10.1161/circresaha.119.316260","https://openalex.org/W3005035028","ROOT-10.1161/circresaha.119.316260","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0146","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Predictive analytics of environmental adaptability in multi-omic network models","Claudio Angione; Píetro Lió","2015","10.1038/srep15147","https://openalex.org/W2285763735","ROOT-10.1038/srep15147","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0147","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Computational Model Predicts the Effects of Targeting Cellular Metabolism in Pancreatic Cancer","Mahua Roy; Stacey D. Finley","2017","10.3389/fphys.2017.00217","https://openalex.org/W2601780395","ROOT-10.3389/fphys.2017.00217","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0148","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","HEPATOKIN1 is a biochemistry-based model of liver metabolism for applications in medicine and pharmacology","Nikolaus Berndt; Sascha Bulik; Iwona Wallach; T Wünsch; Matthias König; Martin Stockmann; David Meierhofer; Hermann−Georg Holzhütter","2018","10.1038/s41467-018-04720-9","https://openalex.org/W2808180679","ROOT-10.1038/s41467-018-04720-9","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0149","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Predicting biological system objectives de novo from internal state measurements","Erwin P. Gianchandani; Matthew Oberhardt; Anthony P. Burgard; Costas D. Maranas; Jason A. Papin","2008","10.1186/1471-2105-9-43","https://openalex.org/W2085236271","ROOT-10.1186/1471-2105-9-43","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0150","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Protein constraints in genome‐scale metabolic models: Data integration, parameter estimation, and prediction of metabolic phenotypes","Maurício Alexander de Moura Ferreira; Wendel Batista da Silveira; Zoran Nikoloski","2024","10.1002/bit.28650","https://openalex.org/W4390612173","ROOT-10.1002/bit.28650","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0151","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Impact of fire on active layer and permafrost microbial communities and metagenomes in an upland Alaskan boreal forest","Neslihan Taş; Emmanuel Prestat; Jack W. McFarland; Kimberly P. Wickland; Rob Knight; Asmeret Asefaw Berhe; T. Jorgenson; Mark P. Waldrop; Janet Jansson","2014","10.1038/ismej.2014.36","https://openalex.org/W2167447593","ROOT-10.1038/ismej.2014.36","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0152","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Pharmacogenomic and clinical data link non-pharmacokinetic metabolic dysregulation to drug side effect pathogenesis","Daniel C. Zielinski; Fabian V. Filipp; Aarash Bordbar; Kasper Jensen; Jeffrey W. Smith; Markus J. Herrgård; Monica L. Mo; Bernhard Ø. Palsson","2015","10.1038/ncomms8101","https://openalex.org/W2264568396","ROOT-10.1038/ncomms8101","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0153","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Quo Vadis Hyperpolarized 13C MRI?","Pascal Wodtke; Martin Grashei; Franz Schilling","2023","10.1016/j.zemedi.2023.10.004","https://openalex.org/W4390393437","ROOT-10.1016/j.zemedi.2023.10.004","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0154","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Unbiased metabolic flux inference through combined thermodynamic and <sup>13</sup> C flux analysis","Joana Saldida; Anna Paola Muntoni; Daniele De Martino; Georg Hubmann; Bastian Niebel; Anna Mareike Schmidt; Alfredo Braunstein; Andreas Milias‐Argeitis; Matthias Heinemann","2020","10.1101/2020.06.29.177063","https://openalex.org/W3037347004","ROOT-10.1101/2020.06.29.177063","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0155","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Glutamine to proline conversion is associated with response to glutaminase inhibition in breast cancer","Maria Tunset Grinde; Bylgja Hilmarsdóttir; Hanna Maja Tunset; Ida Marie Henriksen; Jana Kim; Mads H. Haugen; Morten Beck Rye; Gunhild M. Mælandsmo; Siver Andreas Moestue","2019","10.1186/s13058-019-1141-0","https://openalex.org/W2947079695","ROOT-10.1186/s13058-019-1141-0","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0156","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Inosine is an alternative carbon source for CD8+-T-cell function under glucose restriction","Tingting Wang; JN Rashida Gnanaprakasam; Xuyong Chen; Siwen Kang; Xuequn Xu; Hua Sun; Lingling Liu; Hayley Rodgers; Ethan Miller; Teresa Cassel; Qiushi Sun; Sara Vicente-Muñoz; Marc O. Warmoes; Penghui Lin; Zayda L. Piedra-Quintero; Mireia Guerau‐de‐Arellano; Kevin A. Cassady; Song Guo Zheng; Jun J. Yang; Andrew N. Lane; Xiao‐Tong Song; Teresa W.‐M. Fan; Ruoning Wang","2020","10.1038/s42255-020-0219-4","https://openalex.org/W3034524707","ROOT-10.1038/s42255-020-0219-4","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0157","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Meta‐analysis and critical review of trophic discrimination factors (<scp>Δ<sup>13</sup>C</scp> and <scp>Δ<sup>15</sup>N</scp>): Importance of tissue, trophic level and diet source","Ryan B. Stephens; Oliver N. Shipley; Remington J. Moll","2023","10.1111/1365-2435.14403","https://openalex.org/W4384822579","ROOT-10.1111/1365-2435.14403","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0158","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Generative machine learning produces kinetic models that accurately characterize intracellular metabolic states","Subham Choudhury; Bharath Narayanan; Michaël Moret; Vassily Hatzimanikatis; Ljubiša Mišković","2023","10.1101/2023.02.21.529387","https://openalex.org/W4321502438","ROOT-10.1101/2023.02.21.529387","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0159","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Geometric Algorithms for Sampling the Flux Space of Metabolic Networks","Apostolos Chalkis; Emiris, Ioannis; Vissarion Fisikopoulos; Elias Tsigaridas; Haris Zafeiropoulos","2020","10.20382/jocg.v14i1a8","https://openalex.org/W3110720237","ROOT-10.20382/jocg.v14i1a8","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0160","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","The growing tree of Archaea: new perspectives on their diversity, evolution and ecology","Panagiotis S. Adam; Guillaume Borrel; Céline Brochier‐Armanet; Simonetta Gribaldo","2017","10.1038/ismej.2017.122","https://openalex.org/W2743255823","ROOT-10.1038/ismej.2017.122","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0161","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Elucidating yeast glycolytic dynamics at steady state growth and glucose pulses through kinetic metabolic modeling","David Lao‐Martil; Joep Schmitz; Bas Teusink; N.A.W. van Riel","2023","10.1016/j.ymben.2023.03.005","https://openalex.org/W4353051713","ROOT-10.1016/j.ymben.2023.03.005","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0162","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Bayesian multi-model-based <sup>13</sup> C <sup>15</sup> N-metabolic flux analysis quantifies carbon-nitrogen metabolism in mycobacteria","Khushboo Borah; Martin Beyß; Ye Xu; Jim Barber; Catia Costa; Jane Newcombe; Axel Theorell; Melanie J. Bailey; Dany J. V. Beste; Johnjoe McFadden; Katharina Nöh","2022","10.1101/2022.03.08.483448","https://openalex.org/W4220948432","ROOT-10.1101/2022.03.08.483448","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0163","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","NMR Spectroscopy for Metabolomics Research","Abdul‐Hamid Emwas; Raja Roy; Ryan T. McKay; Leonardo Tenori; Edoardo Saccenti; G. A. Nagana Gowda; Daniel Raftery; Fatimah Alahmari; Łukasz Jaremko; Mariusz Jaremko; David S. Wishart","2019","10.3390/metabo9070123","https://openalex.org/W2955080078","ROOT-10.3390/metabo9070123","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0164","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","High-resolution dietary reconstruction of victims of the 79 CE Vesuvius eruption at Herculaneum by compound-specific isotope analysis","Silvia Soncin; Helen M. Talbot; Ricardo Fernandes; Alison Harris; Matthew von Tersch; Harry K. Robson; Jan K Bakker; Kristine Korzow Richter; Michelle Alexander; Steven Ellis; Gill Thompson; Valeria Amoretti; Massimo Osanna; Marina Caso; Francesco Sirano; Luciano Fattore; André Carlo Colonese; Peter Garnsey; Luca Bondioli; Oliver E. Craig","2021","10.1126/sciadv.abg5791","https://openalex.org/W3194505204","ROOT-10.1126/sciadv.abg5791","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0165","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Predicting the accumulation of storage compounds by Rhodococcus jostii RHA1 in the feast-famine growth cycles using genome-scale flux balance analysis","Mohammad Tajparast; Dominic Frigon","2018","10.1371/journal.pone.0191835","https://openalex.org/W2790893122","ROOT-10.1371/journal.pone.0191835","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0166","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Bayesian kinetic modeling for tracer-based metabolomic data","Xu Zhang; Ya Su; Andrew N. Lane; Arnold J. Stromberg; Teresa W.‐M. Fan; Chi Wang","2023","10.1186/s12859-023-05211-5","https://openalex.org/W4353061640","ROOT-10.1186/s12859-023-05211-5","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0167","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Microbial diversity in European alpine permafrost and active layers","Beat Frey; Thomas Rime; Marcia Phillips; Beat Stierli; Irka Hajdas; Franco Widmer; Martin Hartmann","2016","10.1093/femsec/fiw018","https://openalex.org/W2286545704","ROOT-10.1093/femsec/fiw018","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0168","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Energy metabolism and glutamate-glutamine cycle in the brain: a stoichiometric modeling perspective","Francesco Alessandro Massucci; Mauro DiNuzzo; Federico Giove; B. Maraviglia; Isaac Pérez Castillo; Enzo Marinari; Andrea De Martino","2013","10.1186/1752-0509-7-103","https://openalex.org/W2092021912","ROOT-10.1186/1752-0509-7-103","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0169","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Advances in Astrocyte Computational Models: From Metabolic Reconstructions to Multi-omic Approaches","Janneth González; Andrés Pinzón; Andrea Angarita-Rodríguez; Andrés Felipe Aristizábal-Pachón; George E. Barreto; Cynthia Martín-Jiménez","2020","10.3389/fninf.2020.00035","https://openalex.org/W3048133657","ROOT-10.3389/fninf.2020.00035","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0170","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Priming and substrate quality interactions in soil organic matter models","Thomas Wutzler; Markus Reichstein","2013","10.5194/bg-10-2089-2013","https://openalex.org/W2037018963","ROOT-10.5194/bg-10-2089-2013","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0171","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Quantitative in silico Analysis of Neurotransmitter Pathways Under Steady State Conditions","Daniela Calvetti; Erkki Somersalo","2013","10.3389/fendo.2013.00137","https://openalex.org/W2138266626","ROOT-10.3389/fendo.2013.00137","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0172","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","3D <sup>31</sup>P MRSI of the human brain at 9.4 Tesla: Optimization and quantitative analysis of metabolic images","Loreen Ruhm; Johanna Dorst; Nikolai Avdievitch; Andrew Martin Wright; A Henning","2021","10.1002/mrm.28891","https://openalex.org/W3181621145","ROOT-10.1002/mrm.28891","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0173","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","A systematic meta-analysis of oxygen-to-glucose and oxygen-to-carbohydrate ratios in the resting human brain","Tyler Blazey; Abraham Z. Snyder; Manu S. Goyal; Andrei G. Vlassenko; Marcus E. Raichle","2018","10.1371/journal.pone.0204242","https://openalex.org/W2890579470","ROOT-10.1371/journal.pone.0204242","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0174","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Distinguishing zooplankton fecal pellets as a component of the biological pump using compound‐specific isotope analysis of amino acids","Shannon C. Doherty; Amy E. Maas; Deborah K. Steinberg; Brian N. Popp; Hilary G. Close","2021","10.1002/lno.11793","https://openalex.org/W3162754702","ROOT-10.1002/lno.11793","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0175","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","The path from root input to mineral-associated soil carbon is dictated by habitat-specific microbial traits and soil moisture","Noah W. Sokol; Megan Foley; Steven J. Blazewicz; Amrita Bhattacharyya; Nicole DiDonato; Katerina Estera‐Molina; Mary K. Firestone; Alex Greenlon; Bruce A. Hungate; Jeffrey A. Kimbrel; José E. Liquet y González; Marissa Lafler; Maxwell A. T. Marple; Peter Nico; Ljiljana Paša‐Tolić; Eric Slessarev; Jennifer Pett‐Ridge","2024","10.1016/j.soilbio.2024.109367","https://openalex.org/W4391956270","ROOT-10.1016/j.soilbio.2024.109367","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0176","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Probabilistic Thermodynamic Analysis of Metabolic Networks","Mattia G. Gollub; Hans‐Michael Kaltenbach; Jörg Stelling","2020","10.1101/2020.08.14.250845","https://openalex.org/W3049656521","ROOT-10.1101/2020.08.14.250845","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0177","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Long-term forest soil warming alters microbial communities in temperate forest soils","Kristen M. DeAngelis; Grace Pold; Begüm D. Topçuoğlu; Linda T. A. van Diepen; Rebecca Varney; Jeffrey L. Blanchard; Jerry M. Melillo; Serita D. Frey","2015","10.3389/fmicb.2015.00104","https://openalex.org/W1998651531","ROOT-10.3389/fmicb.2015.00104","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0178","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Complex regulation in a Comamonas platform for diverse aromatic carbon metabolism","Rebecca A. Wilkes; Jacob Waldbauer; Austin Carroll; Manuel Nieto‐Domínguez; Darren J. Parker; Lichun Zhang; Adam M. Guss; Ludmilla Aristilde","2023","10.1038/s41589-022-01237-7","https://openalex.org/W4319311544","ROOT-10.1038/s41589-022-01237-7","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0179","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","From integrative structural biology to cell biology","Andrej Šali","2021","10.1016/j.jbc.2021.100743","https://openalex.org/W3157910233","ROOT-10.1016/j.jbc.2021.100743","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0180","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Systems biology of host–microbe metabolomics","Almut Heinken; Ines Thiele","2015","10.1002/wsbm.1301","https://openalex.org/W1906231076","ROOT-10.1002/wsbm.1301","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0181","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Bayesian <sup>13</sup> C-metabolic flux analysis of parallel tracer experiments in granulocytes: A directional shift within the non-oxidative pentose phosphate pathway supports phagocytosis","Melanie Hogg; Eva-Maria Wolfschmitt; Ulrich Wachter; Fabian Zink; Peter Radermacher; J. Vogt","2023","10.1101/2023.11.01.565126","https://openalex.org/W4388336876","ROOT-10.1101/2023.11.01.565126","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0182","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Molecular Microbial Community Analysis as an Analysis Tool for Optimal Biogas Production","Seyedbehnam Hashemi; Sayed Ebrahim Hashemi; Kristian M. Lien; Jacob J. Lamb","2021","10.3390/microorganisms9061162","https://openalex.org/W3164011855","ROOT-10.3390/microorganisms9061162","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0183","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","BayFlux: A <i>Bay</i> esian method to quantify metabolic <i>Flux</i> es and their uncertainty at the genome scale","Tyler W. H. Backman; Christina Schenk; Tijana Radivojević; David Ando; Janavi Singh; Jeffrey J. Czajka; Zak Costello; Jay D. Keasling; Yinjie Tang; Elena Akhmatskaya; Héctor García Martín","2023","10.1101/2023.04.19.537435","https://openalex.org/W4366548510","ROOT-10.1101/2023.04.19.537435","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0184","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Stable Isotope Analysis of Dermis and the Foraging Behavior of Whale Sharks at Ningaloo Reef, Western Australia","Lara Marcús; Patti Virtue; Peter D. Nichols; Luciana C. Ferreira; Heidi Pethybridge; Mark G. Meekan","2019","10.3389/fmars.2019.00546","https://openalex.org/W2969978369","ROOT-10.3389/fmars.2019.00546","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
